ds,y
2019-12-02,1289.920044
2019-12-03,1295.280029
2019-12-04,1320.540039
2019-12-05,1328.130005
2019-12-06,1340.619995
2019-12-09,1343.560059
2019-12-10,1344.660034
2019-12-11,1345.02002
2019-12-12,1350.27002
2019-12-13,1347.829956
2019-12-16,1361.170044
2019-12-17,1355.119995
2019-12-18,1352.619995
2019-12-19,1356.040039
2019-12-20,1349.589966
2019-12-23,1348.839966
2019-12-24,1343.560059
2019-12-26,1360.400024
2019-12-27,1351.890015
2019-12-30,1336.140015
2019-12-31,1337.02002
2020-01-02,1367.369995
2020-01-03,1360.660034
2020-01-06,1394.209961
2020-01-07,1393.339966
2020-01-08,1404.319946
2020-01-09,1419.829956
2020-01-10,1429.72998
2020-01-13,1439.22998
2020-01-14,1430.880005
2020-01-15,1439.199951
2020-01-16,1451.699951
2020-01-17,1480.390015
2020-01-21,1484.400024
2020-01-22,1485.949951
2020-01-23,1486.650024
2020-01-24,1466.709961
2020-01-27,1433.900024
2020-01-28,1452.560059
2020-01-29,1458.630005
2020-01-30,1455.839966
2020-01-31,1434.22998
2020-02-03,1485.939941
2020-02-04,1447.069946
2020-02-05,1448.22998
2020-02-06,1476.22998
2020-02-07,1479.22998
2020-02-10,1508.680054
2020-02-11,1508.790039
2020-02-12,1518.27002
2020-02-13,1514.660034
2020-02-14,1520.73999
2020-02-18,1519.670044
2020-02-19,1526.689941
2020-02-20,1518.150024
2020-02-21,1485.109985
2020-02-24,1421.589966
2020-02-25,1388.449951
2020-02-26,1393.180054
2020-02-27,1318.089966
2020-02-28,1339.329956
2020-03-02,1389.109985
2020-03-03,1341.390015
2020-03-04,1386.52002
2020-03-05,1319.040039
2020-03-06,1298.410034
2020-03-09,1215.560059
2020-03-10,1280.390015
2020-03-11,1215.410034
2020-03-12,1114.910034
2020-03-13,1219.72998
2020-03-16,1084.329956
2020-03-17,1119.800049
2020-03-18,1096.800049
2020-03-19,1115.290039
2020-03-20,1072.319946
2020-03-23,1056.619995
2020-03-24,1134.459961
2020-03-25,1102.48999
2020-03-26,1161.75
2020-03-27,1110.709961
2020-03-30,1146.819946
2020-03-31,1162.810059
2020-04-01,1105.619995
2020-04-02,1120.839966
2020-04-03,1097.880005
2020-04-06,1186.920044
2020-04-07,1186.51001
2020-04-08,1210.280029
2020-04-09,1211.449951
2020-04-13,1217.560059
2020-04-14,1269.22998
2020-04-15,1262.469971
2020-04-16,1263.469971
2020-04-17,1283.25
2020-04-20,1266.609985
2020-04-21,1216.339966
2020-04-22,1263.209961
2020-04-23,1276.310059
2020-04-24,1279.310059
2020-04-27,1275.880005
2020-04-28,1233.670044
2020-04-29,1341.47998
2020-04-30,1348.660034
2020-05-01,1320.609985
2020-05-04,1326.800049
2020-05-05,1351.109985
2020-05-06,1347.300049
2020-05-07,1372.560059
2020-05-08,1388.369995
2020-05-11,1403.26001
2020-05-12,1375.73999
2020-05-13,1349.329956
2020-05-14,1356.130005
2020-05-15,1373.189941
2020-05-18,1383.939941
2020-05-19,1373.484985
2020-05-20,1406.719971
2020-05-21,1402.800049
2020-05-22,1410.420044
2020-05-26,1417.02002
2020-05-27,1417.839966
2020-05-28,1416.72998
2020-05-29,1428.920044
2020-06-01,1431.819946
2020-06-02,1439.219971
2020-06-03,1436.380005
2020-06-04,1412.180054
2020-06-05,1438.390015
2020-06-08,1446.609985
2020-06-09,1456.160034
2020-06-10,1465.849976
